發生年度,發生時-Hours,處理別-編號,區序,天候,道路型態,事故位置,路面狀況3,年齡,飲酒情形,座標-X,座標-Y
112,4,2,大安區,8,14,9,4,49,未飲酒,121.5533516,25.01405812
112,4,2,大安區,8,14,9,4,60,未飲酒,121.5533516,25.01405812
112,6,2,內湖區,8,14,9,4,42,未飲酒,121.6155971,25.04972283
112,6,2,內湖區,8,14,9,4,42,未飲酒,121.6155971,25.04972283
112,6,2,北投區,8,3,2,4,64,未飲酒,121.5152817,25.14188501
112,6,2,北投區,8,3,2,4,36,未飲酒,121.5152817,25.14188501
112,7,2,中山區,8,14,9,4,70,未飲酒,121.5381457,25.06685408
112,7,2,中山區,8,14,9,4,26,未飲酒,121.5381457,25.06685408
112,8,2,北投區,7,3,1,4,40,無法檢測,121.5071572,25.1171052
112,8,2,北投區,7,3,1,4,35,未飲酒,121.5071572,25.1171052
112,8,2,北投區,7,3,1,4,46,未飲酒,121.5071572,25.1171052
112,9,2,松山區,8,5,1,4,41,未飲酒,121.5529005,25.05799
112,9,2,松山區,8,5,1,4,32,未飲酒,121.5529005,25.05799
112,9,2,萬華區,8,4,2,4,35,未飲酒,121.4958655,25.0289735
112,9,2,萬華區,8,4,2,4,68,未飲酒,121.4958655,25.0289735
112,9,2,中山區,8,14,9,4,45,未飲酒,121.5414501,25.05847114
112,9,2,中山區,8,14,9,4,52,未飲酒,121.5414501,25.05847114
112,10,2,信義區,8,14,9,4,21,未飲酒,121.5683457,25.0402907
112,10,2,信義區,8,14,9,4,45,未飲酒,121.5683457,25.0402907
112,10,2,中正區,8,4,1,4,20,未飲酒,121.5119932,25.0290168
112,10,2,中正區,8,4,1,4,68,未飲酒,121.5119932,25.0290168
112,10,2,文山區,8,14,9,4,9,無法檢測,121.5554854,24.98040386
112,10,2,文山區,8,14,9,4,10,無法檢測,121.5554854,24.98040386
112,10,2,文山區,8,14,9,4,40,未飲酒,121.5554854,24.98040386
112,10,2,文山區,8,14,9,4,64,未飲酒,121.5554854,24.98040386
112,11,2,文山區,8,4,1,4,20,未飲酒,121.5614166,24.9948401
112,11,2,文山區,8,4,1,4,32,未飲酒,121.5614166,24.9948401
112,12,2,中山區,8,14,9,4,31,未飲酒,121.5546433,25.08529065
112,12,2,中山區,8,14,9,4,35,無法檢測,121.5546433,25.08529065
112,12,2,中山區,8,14,9,4,41,未飲酒,121.5546433,25.08529065
112,12,2,內湖區,8,4,1,4,59,未飲酒,121.579054,25.06896707
112,12,2,內湖區,8,4,1,4,28,未飲酒,121.579054,25.06896707
112,12,2,文山區,8,14,9,4,61,未飲酒,121.5706577,24.98883553
112,12,2,文山區,8,14,9,4,49,未飲酒,121.5706577,24.98883553
112,13,2,大安區,8,4,1,4,44,未飲酒,121.5567446,25.0393647
112,13,2,大安區,8,4,1,4,30,未飲酒,121.5567446,25.0393647
112,14,2,士林區,8,14,9,4,66,未飲酒,121.5175013,25.0903042
112,14,2,士林區,8,14,9,4,34,未飲酒,121.5175013,25.0903042
112,14,2,信義區,8,14,9,4,17,無法檢測,121.5763883,25.04331707
112,14,2,信義區,8,14,9,4,25,未飲酒,121.5763883,25.04331707
112,15,2,中山區,8,11,11,4,53,未飲酒,121.5245173,25.07395391
112,15,2,中山區,8,11,11,4,33,未飲酒,121.5245173,25.07395391
112,15,2,南港區,8,4,1,4,54,未飲酒,121.5864874,25.0489568
112,15,2,南港區,8,4,1,4,33,未飲酒,121.5864874,25.0489568
112,15,2,文山區,8,4,1,4,12,未飲酒,121.5611841,24.9955486
112,15,2,文山區,8,4,1,4,40,未飲酒,121.5611841,24.9955486
112,16,2,北投區,8,3,2,4,54,無法檢測,121.5259384,25.12384508
112,16,2,北投區,8,3,2,4,25,無法檢測,121.5259384,25.12384508
112,16,2,北投區,8,3,2,4,59,無法檢測,121.5259384,25.12384508
112,16,2,大安區,8,4,1,4,68,未飲酒,121.5328475,25.0337034
112,16,2,大安區,8,4,1,4,72,未飲酒,121.5328475,25.0337034
112,16,2,內湖區,8,3,2,4,69,未飲酒,121.5912463,25.0789794
112,16,2,內湖區,8,3,2,4,49,未飲酒,121.5912463,25.0789794
112,17,2,大安區,7,4,2,4,30,無法檢測,121.5362909,25.0419265
112,17,2,大安區,7,4,2,4,23,無法檢測,121.5362909,25.0419265
112,18,2,中山區,8,3,2,4,33,未飲酒,121.5235877,25.0626214
112,18,2,中山區,8,3,2,4,31,未飲酒,121.5235877,25.0626214
112,18,2,中正區,8,4,2,4,15,未飲酒,121.5112681,25.0412421
112,18,2,中正區,8,4,2,4,27,未飲酒,121.5112681,25.0412421
112,20,2,文山區,8,14,9,4,69,無法檢測,121.5553579,24.9864178
112,20,2,文山區,8,14,9,4,39,無法檢測,121.5553579,24.9864178
112,20,2,文山區,8,14,9,4,67,未飲酒,121.5553579,24.9864178
112,20,2,北投區,8,3,1,4,48,未飲酒,121.4833133,25.13809193
112,20,2,北投區,8,3,1,4,34,未飲酒,121.4833133,25.13809193
112,21,2,士林區,8,3,1,4,74,未飲酒,121.5516716,25.12268982
112,21,2,士林區,8,3,1,4,23,未飲酒,121.5516716,25.12268982
112,21,2,中山區,8,14,9,4,27,未飲酒,121.5227469,25.0583182
112,21,2,中山區,8,14,9,4,69,未飲酒,121.5227469,25.0583182
112,21,2,中山區,8,14,9,4,27,無法檢測,121.5227469,25.0583182
112,22,2,萬華區,8,4,2,4,27,無法檢測,121.5062809,25.03938753
112,22,2,萬華區,8,4,2,4,32,無法檢測,121.5062809,25.03938753
112,22,2,大安區,8,4,1,4,33,未飲酒,121.5460584,25.0397201
112,22,2,大安區,8,4,1,4,53,未飲酒,121.5460584,25.0397201
112,22,2,大安區,8,4,1,4,59,無法檢測,121.5460584,25.0397201
112,0,2,中正區,8,4,1,4,38,未飲酒,121.5095662,25.0459128
112,0,2,中正區,8,4,1,4,20,未飲酒,121.5095662,25.0459128
112,0,2,中山區,8,4,2,4,32,未飲酒,121.5396395,25.06602956
112,0,2,中山區,8,4,2,4,70,無法檢測,121.5396395,25.06602956
112,0,2,中山區,8,4,2,4,46,未飲酒,121.5396395,25.06602956
112,6,2,北投區,8,4,1,4,30,未飲酒,121.5192635,25.10920254
112,6,2,北投區,8,4,1,4,68,未飲酒,121.5192635,25.10920254
112,7,2,大同區,8,3,1,4,28,未飲酒,121.5121961,25.0628213
112,7,2,大同區,8,3,1,4,55,未飲酒,121.5121961,25.0628213
112,7,2,南港區,8,3,2,4,46,未飲酒,121.6130028,25.0619369
112,7,2,南港區,8,3,2,4,43,未飲酒,121.6130028,25.0619369
112,7,2,萬華區,8,3,1,4,50,未飲酒,121.5001661,25.01754912
112,7,2,萬華區,8,3,1,4,42,未飲酒,121.5001661,25.01754912
112,7,2,北投區,8,4,1,4,36,未飲酒,121.5203264,25.11216378
112,7,2,北投區,8,4,1,4,64,未飲酒,121.5203264,25.11216378
112,7,2,文山區,8,14,9,4,62,未飲酒,121.5712672,24.99243317
112,7,2,文山區,8,14,9,4,31,未飲酒,121.5712672,24.99243317
112,7,2,萬華區,8,8,11,4,47,無法檢測,121.5074961,25.04856403
112,7,2,萬華區,8,8,11,4,47,無法檢測,121.5074961,25.04856403
112,7,2,北投區,8,4,1,4,53,未飲酒,121.4752155,25.13284166
112,7,2,北投區,8,4,1,4,80,未飲酒,121.4752155,25.13284166
112,7,2,內湖區,8,4,1,4,34,未飲酒,121.5809668,25.0804022
112,7,2,內湖區,8,4,1,4,31,無法檢測,121.5809668,25.0804022
112,7,2,士林區,8,4,3,4,57,未飲酒,121.5170793,25.091611
112,7,2,士林區,8,4,3,4,47,未飲酒,121.5170793,25.091611
112,8,2,文山區,8,14,9,4,39,未飲酒,121.5405925,24.9923755
112,8,2,文山區,8,14,9,4,46,未飲酒,121.5405925,24.9923755
112,8,2,信義區,8,14,9,4,73,未飲酒,121.5803648,25.0400036
112,8,2,信義區,8,14,9,4,62,未飲酒,121.5803648,25.0400036
112,8,2,南港區,8,4,2,4,73,無法檢測,121.6153755,25.045447
112,8,2,南港區,8,4,2,4,34,未飲酒,121.6153755,25.045447
112,8,2,南港區,8,4,2,4,38,未飲酒,121.6153755,25.045447
112,8,2,中正區,8,4,1,4,59,未飲酒,121.516437,25.0257192
112,8,2,中正區,8,4,1,4,47,未飲酒,121.516437,25.0257192
112,8,2,大安區,8,14,9,4,63,未飲酒,121.528448,25.0265077
112,8,2,大安區,8,14,9,4,71,未飲酒,121.528448,25.0265077
112,8,2,大安區,8,14,9,4,22,未飲酒,121.528448,25.0265077
112,8,2,中山區,8,4,2,4,37,無法檢測,121.5300616,25.0624551
112,8,2,中山區,8,4,2,4,23,無法檢測,121.5300616,25.0624551
112,9,2,大同區,8,14,9,4,39,未飲酒,121.5136436,25.06920593
112,9,2,大同區,8,14,9,4,55,未飲酒,121.5136436,25.06920593
112,9,2,大安區,8,14,9,4,34,未飲酒,121.5402354,25.0136321
112,9,2,大安區,8,14,9,4,54,未飲酒,121.5402354,25.0136321
112,9,2,南港區,8,15,20,4,64,未飲酒,121.6171176,25.04421897
112,9,2,南港區,8,15,20,4,73,未飲酒,121.6171176,25.04421897
112,9,2,內湖區,8,14,9,4,47,未飲酒,121.5849035,25.0631171
112,9,2,內湖區,8,14,9,4,53,未飲酒,121.5849035,25.0631171
112,9,2,中山區,8,14,9,4,60,未飲酒,121.554674,25.08651152
112,9,2,中山區,8,14,9,4,83,未飲酒,121.554674,25.08651152
112,9,2,中正區,8,14,9,4,44,未飲酒,121.5088137,25.03903525
112,9,2,中正區,8,14,9,4,37,未飲酒,121.5088137,25.03903525
112,9,2,內湖區,8,4,1,4,38,未飲酒,121.5651851,25.08149095
112,9,2,內湖區,8,4,1,4,25,未飲酒,121.5651851,25.08149095
112,10,2,信義區,8,4,1,4,54,未飲酒,121.568823,25.044373
112,10,2,信義區,8,4,1,4,67,未飲酒,121.568823,25.044373
112,10,2,中正區,8,4,1,4,34,未飲酒,121.5061391,25.02896708
112,10,2,中正區,8,4,1,4,38,未飲酒,121.5061391,25.02896708
112,10,2,萬華區,8,14,9,4,58,未飲酒,121.4943515,25.0275472
112,10,2,萬華區,8,14,9,4,55,未飲酒,121.4943515,25.0275472
112,11,2,中山區,8,4,2,4,73,未飲酒,121.5223361,25.06043
112,11,2,中山區,8,4,2,4,62,未飲酒,121.5223361,25.06043
112,11,2,松山區,8,3,2,4,67,未飲酒,121.5513387,25.05661884
112,11,2,松山區,8,3,2,4,59,未飲酒,121.5513387,25.05661884
112,11,2,松山區,8,3,2,4,24,無法檢測,121.5513387,25.05661884
112,11,2,中山區,8,14,9,4,59,未飲酒,121.5276189,25.06433272
112,11,2,中山區,8,14,9,4,21,未飲酒,121.5276189,25.06433272
112,11,2,信義區,8,14,9,4,20,未飲酒,121.577737,25.0462665
112,11,2,信義區,8,14,9,4,68,未飲酒,121.577737,25.0462665
112,11,2,信義區,8,14,9,4,64,無法檢測,121.577737,25.0462665
112,12,2,中正區,8,4,1,4,61,未飲酒,121.5194099,25.0444916
112,12,2,中正區,8,4,1,4,19,未飲酒,121.5194099,25.0444916
112,12,2,士林區,8,4,2,4,26,未飲酒,121.5215729,25.0913892
112,12,2,士林區,8,4,2,4,18,未飲酒,121.5215729,25.0913892
112,12,2,北投區,8,4,1,4,65,未飲酒,121.5190877,25.10683606
112,12,2,北投區,8,4,1,4,40,未飲酒,121.5190877,25.10683606
112,12,2,內湖區,8,4,1,4,62,未飲酒,121.6112148,25.07040815
112,12,2,內湖區,8,4,1,4,22,未飲酒,121.6112148,25.07040815
112,12,2,內湖區,8,4,1,4,20,未飲酒,121.6112148,25.07040815
112,13,2,士林區,8,3,1,4,66,未飲酒,121.5432424,25.09727546
112,13,2,士林區,8,3,1,4,31,未飲酒,121.5432424,25.09727546
112,13,2,文山區,8,4,1,4,63,未飲酒,121.5409562,25.0015317
112,13,2,文山區,8,4,1,4,72,未飲酒,121.5384822,25.0077102
112,13,2,文山區,8,4,1,4,49,無法檢測,121.5384822,25.0077102
112,13,2,文山區,8,4,1,4,27,未飲酒,121.5409562,25.0015317
112,13,2,南港區,8,4,1,4,21,未飲酒,121.5937846,25.0512242
112,13,2,南港區,8,4,1,4,65,未飲酒,121.5937846,25.0512242
112,13,2,南港區,8,4,1,4,63,無法檢測,121.5937846,25.0512242
112,14,2,中山區,8,4,2,4,47,未飲酒,121.5286695,25.0625006
112,14,2,中山區,8,4,2,4,23,未飲酒,121.5286695,25.0625006
112,14,2,北投區,8,14,7,4,74,未飲酒,121.5043188,25.11686932
112,14,2,北投區,8,14,7,4,20,未飲酒,121.5043188,25.11686932
112,14,2,北投區,8,4,1,4,31,未飲酒,121.5007507,25.1157495
112,14,2,北投區,8,4,1,4,21,未飲酒,121.5007507,25.1157495
112,14,2,北投區,8,4,1,4,39,未飲酒,121.5007507,25.1157495
112,14,2,大安區,8,4,1,4,61,未飲酒,121.5460122,25.03349542
112,14,2,大安區,8,4,1,4,59,未飲酒,121.5460122,25.03349542
112,14,2,松山區,8,14,8,4,62,未飲酒,121.5487354,25.05388414
112,14,2,松山區,8,14,8,4,29,未飲酒,121.5487354,25.05388414
112,14,2,士林區,8,3,2,4,57,未飲酒,121.5255714,25.10257166
112,14,2,士林區,8,3,2,4,21,未飲酒,121.5255714,25.10257166
112,14,2,士林區,8,3,2,4,68,未飲酒,121.5255714,25.10257166
112,14,2,北投區,8,4,1,4,31,未飲酒,121.5124565,25.10151897
112,14,2,北投區,8,4,1,4,18,未飲酒,121.5124565,25.10151897
112,15,2,士林區,8,14,9,4,30,未飲酒,121.5100564,25.0832923
112,15,2,士林區,8,14,9,4,41,未飲酒,121.5100564,25.0832923
112,16,2,大安區,8,4,1,4,40,無法檢測,121.5529008,25.0376161
112,16,2,大安區,8,4,1,4,54,未飲酒,121.5529008,25.0376161
112,16,2,大安區,8,4,1,4,55,未飲酒,121.5529008,25.0376161
112,16,2,中正區,8,5,1,4,41,未飲酒,121.5152621,25.0352179
112,16,2,中正區,8,5,1,4,16,無法檢測,121.5152621,25.0352179
112,16,2,中正區,8,14,8,4,58,未飲酒,121.5122226,25.02776053
112,16,2,中正區,8,14,8,4,51,未飲酒,121.5122226,25.02776053
112,16,2,中山區,8,4,1,4,37,未飲酒,121.5315341,25.05528454
112,16,2,中山區,8,4,1,4,36,未飲酒,121.5315341,25.05528454
112,16,2,中山區,8,4,1,4,19,未飲酒,121.5315341,25.05528454
112,16,2,北投區,8,4,1,4,40,未飲酒,121.5204361,25.1127233
112,16,2,北投區,8,4,1,4,49,未飲酒,121.5204361,25.1127233
112,17,2,中山區,8,4,2,4,55,未飲酒,121.5302575,25.057151
112,17,2,中山區,8,4,2,4,13,無法檢測,121.5302575,25.057151
112,17,2,大安區,8,4,1,4,35,未飲酒,121.5461384,25.0408885
112,17,2,大安區,8,4,1,4,60,未飲酒,121.5461384,25.0408885
112,17,2,文山區,8,14,9,4,69,未飲酒,121.5652151,24.98035429
112,17,2,文山區,8,14,9,4,65,未飲酒,121.5652151,24.98035429
112,17,2,信義區,8,14,9,4,55,無法檢測,121.5781226,25.0395617
112,17,2,信義區,8,14,9,4,0,無法檢測,121.5781226,25.0395617
112,17,2,萬華區,8,14,9,4,66,未飲酒,121.5017984,25.03859016
112,17,2,萬華區,8,14,9,4,58,未飲酒,121.5017984,25.03859016
112,18,2,士林區,8,4,2,4,21,未飲酒,121.5272289,25.0978162
112,18,2,士林區,8,4,2,4,21,未飲酒,121.5272289,25.0978162
112,18,2,中山區,8,8,9,4,48,未飲酒,121.5442764,25.07606656
112,18,2,中山區,8,8,9,4,36,未飲酒,121.5442764,25.07606656
112,18,2,松山區,8,14,8,4,42,未飲酒,121.544734,25.06219416
112,18,2,松山區,8,14,8,4,43,未飲酒,121.544734,25.06219416
112,18,2,松山區,8,14,8,4,48,未飲酒,121.544734,25.06219416
112,18,2,士林區,8,4,1,4,48,未飲酒,121.4849576,25.1051364
112,18,2,士林區,8,4,1,4,48,未飲酒,121.4849576,25.1051364
112,18,2,中山區,7,15,22,4,32,未飲酒,121.5254848,25.0618097
112,18,2,中山區,7,15,22,4,35,無法檢測,121.5254848,25.0618097
112,19,2,中正區,8,8,9,4,35,未飲酒,121.5170933,25.0228691
112,19,2,中正區,8,8,9,4,50,未飲酒,121.5170933,25.0228691
112,19,2,北投區,7,4,2,4,0,無法檢測,121.4656717,25.1259158
112,19,2,北投區,7,4,2,4,26,未飲酒,121.4656717,25.1259158
112,19,2,中正區,6,14,9,4,19,未飲酒,121.507746,25.03718684
112,19,2,中正區,6,14,9,4,26,未飲酒,121.507746,25.03718684
112,19,2,南港區,8,3,2,4,43,未飲酒,121.6187271,25.04284649
112,19,2,南港區,8,3,2,4,81,未飲酒,121.6187271,25.04284649
112,20,2,松山區,7,4,1,4,37,未飲酒,121.5571806,25.05634913
112,20,2,松山區,7,4,1,4,54,未飲酒,121.5571806,25.05634913
112,21,2,大安區,8,14,9,4,45,未飲酒,121.5490739,25.0409249
112,21,2,大安區,8,14,9,4,42,未飲酒,121.5490739,25.0409249
112,21,2,文山區,8,4,1,4,46,未飲酒,121.5471264,24.999247
112,21,2,文山區,8,4,1,4,52,未飲酒,121.5471264,24.999247
112,22,2,大安區,8,4,1,4,39,未飲酒,121.5460126,25.0351324
112,22,2,大安區,8,4,1,4,28,未飲酒,121.5460126,25.0351324
112,22,2,中正區,8,5,1,4,33,未飲酒,121.5182346,25.03300922
112,22,2,中正區,8,5,1,4,24,未飲酒,121.5182346,25.03300922
112,22,2,北投區,8,10,7,4,45,未飲酒,121.4985922,25.11193372
112,22,2,北投區,8,10,7,4,57,未飲酒,121.4985922,25.11193372
112,22,2,內湖區,8,8,11,4,28,未飲酒,121.5690859,25.06374057
112,22,2,內湖區,8,8,11,4,41,未飲酒,121.5690859,25.06374057
112,23,2,中山區,8,4,2,4,57,無法檢測,121.5290662,25.0625395
112,23,2,中山區,8,4,2,4,56,未飲酒,121.5290662,25.0625395
112,6,2,松山區,8,3,1,4,35,未飲酒,121.5689666,25.05931799
112,6,2,松山區,8,3,1,4,38,未飲酒,121.5689666,25.05931799
112,7,2,北投區,8,4,1,4,55,未飲酒,121.5014998,25.1264082
112,7,2,北投區,8,4,1,4,48,未飲酒,121.5014998,25.1264082
112,7,2,中山區,8,4,1,4,51,未飲酒,121.5254611,25.0626596
112,7,2,中山區,8,4,1,4,61,未飲酒,121.5254611,25.0626596
112,7,2,中山區,8,4,1,4,70,未飲酒,121.5254611,25.0626596
112,7,2,北投區,8,4,1,4,23,未飲酒,121.5073212,25.1167736
112,7,2,北投區,8,4,1,4,44,未飲酒,121.5073212,25.1167736
112,7,2,中山區,8,4,1,4,57,未飲酒,121.522804,25.0495401
112,7,2,中山區,8,4,1,4,18,未飲酒,121.522804,25.0495401
112,7,2,松山區,8,14,9,4,65,未飲酒,121.5629151,25.04804884
112,7,2,松山區,8,14,9,4,50,未飲酒,121.5629151,25.04804884
112,8,2,萬華區,8,4,2,4,31,無法檢測,121.4991454,25.03518939
112,8,2,萬華區,8,4,2,4,44,未飲酒,121.4991454,25.03518939
112,8,2,萬華區,8,4,2,4,36,未飲酒,121.4991454,25.03518939
112,8,2,大安區,8,14,9,4,36,未飲酒,121.5403171,25.0137006
112,8,2,大安區,8,14,9,4,39,未飲酒,121.5403171,25.0137006
112,8,2,內湖區,8,3,1,4,33,未飲酒,121.5833135,25.0791823
112,8,2,內湖區,8,3,1,4,41,未飲酒,121.5833135,25.0791823
112,8,2,內湖區,8,14,9,4,31,未飲酒,121.590505,25.06649666
112,8,2,內湖區,8,14,9,4,72,未飲酒,121.590505,25.06649666
112,8,2,松山區,8,4,1,4,52,未飲酒,121.5632501,25.05854435
112,8,2,松山區,8,4,1,4,43,未飲酒,121.5632501,25.05854435
112,8,2,文山區,8,14,9,4,61,未飲酒,121.5892384,25.00103494
112,8,2,文山區,8,14,9,4,54,未飲酒,121.5892384,25.00103494
112,8,2,中山區,8,4,2,4,51,未飲酒,121.5372403,25.0625896
112,8,2,中山區,8,4,2,4,39,無法檢測,121.5372403,25.0625896
112,8,2,萬華區,8,14,9,4,37,未飲酒,121.5038743,25.0252362
112,8,2,萬華區,8,14,9,4,77,未飲酒,121.5038743,25.0252362
112,8,2,大安區,8,4,2,4,63,未飲酒,121.5379785,25.0286383
112,8,2,大安區,8,4,2,4,36,未飲酒,121.5379785,25.0286383
112,8,2,南港區,8,3,2,4,41,未飲酒,121.610457,25.054992
112,8,2,南港區,8,3,2,4,23,未飲酒,121.610457,25.054992
112,8,2,士林區,8,14,9,4,40,未飲酒,121.5253875,25.08519348
112,8,2,士林區,8,14,9,4,67,未飲酒,121.5253875,25.08519348
112,9,2,內湖區,8,4,2,4,48,無法檢測,121.5834633,25.07708305
112,9,2,內湖區,8,4,2,4,37,無法檢測,121.5834633,25.07708305
112,9,2,文山區,8,3,1,4,43,未飲酒,121.5395059,24.9884765
112,9,2,文山區,8,3,1,4,39,未飲酒,121.5395059,24.9884765
112,9,2,信義區,8,3,1,4,67,未飲酒,121.5685718,25.040364
112,9,2,信義區,8,3,1,4,48,未飲酒,121.5685718,25.040364
112,9,2,萬華區,8,14,9,4,63,未飲酒,121.4971474,25.01641801
112,9,2,萬華區,8,14,9,4,111,無法檢測,121.4971474,25.01641801
112,9,2,萬華區,8,4,1,4,59,未飲酒,121.4999362,25.04013694
112,9,2,萬華區,8,4,1,4,70,未飲酒,121.4999362,25.04013694
112,9,2,士林區,8,4,2,4,24,未飲酒,121.5343762,25.0979845
112,9,2,士林區,8,4,2,4,55,未飲酒,121.5343762,25.0979845
112,10,2,中正區,8,4,1,4,19,未飲酒,121.5206279,25.04792443
112,10,2,中正區,8,4,1,4,56,未飲酒,121.5206279,25.04792443
112,10,2,中正區,8,3,1,4,62,無法檢測,121.5230785,25.0441758
112,10,2,中正區,8,3,1,4,25,未飲酒,121.5230785,25.0441758
112,10,2,中正區,8,3,1,4,71,未飲酒,121.5230785,25.0441758
112,10,2,信義區,8,4,2,4,45,無法檢測,121.5635548,25.0357265
112,10,2,信義區,8,4,2,4,20,無法檢測,121.5635548,25.0357265
112,11,2,萬華區,8,8,9,4,55,未飲酒,121.4911106,25.02465878
112,11,2,萬華區,8,8,9,4,80,無法檢測,121.4911106,25.02465878
112,11,2,中正區,8,4,2,4,55,未飲酒,121.5141209,25.02661756
112,11,2,中正區,8,4,2,4,41,未飲酒,121.5141209,25.02661756
112,11,2,信義區,8,4,2,4,0,無法檢測,121.5589193,25.0219227
112,11,2,信義區,8,4,2,4,75,未飲酒,121.5589193,25.0219227
112,11,2,信義區,8,4,2,4,64,未飲酒,121.5589193,25.0219227
112,13,2,中正區,8,4,1,4,41,未飲酒,121.5369149,25.01129941
112,13,2,中正區,8,4,1,4,31,未飲酒,121.5369149,25.01129941
112,13,2,中山區,8,4,2,4,69,未飲酒,121.5441181,25.0665556
112,13,2,中山區,8,4,2,4,60,未飲酒,121.5441181,25.0665556
112,13,2,中山區,8,4,1,4,45,未飲酒,121.5289962,25.0626666
112,13,2,中山區,8,4,1,4,34,未飲酒,121.5289962,25.0626666
112,13,2,信義區,8,14,9,4,21,未飲酒,121.5587207,25.0315201
112,13,2,信義區,8,14,9,4,27,未飲酒,121.5587207,25.0315201
112,13,1,南港區,8,4,2,4,50,未飲酒,121.6144467,25.05534311
112,13,1,南港區,8,4,2,4,71,無法檢測,121.6144467,25.05534311
112,14,2,大同區,8,4,1,4,79,未飲酒,121.5181536,25.06020753
112,14,2,大同區,8,4,1,4,51,無法檢測,121.5181536,25.06020753
112,14,2,大同區,8,4,1,4,39,未飲酒,121.5181536,25.06020753
112,14,2,松山區,8,4,1,4,20,未飲酒,121.5441217,25.05189528
112,14,2,松山區,8,4,1,4,52,未飲酒,121.5441217,25.05189528
112,14,2,松山區,8,3,1,4,43,未飲酒,121.5524603,25.0445938
112,14,2,松山區,8,3,1,4,39,未飲酒,121.5524603,25.0445938
112,14,2,萬華區,8,4,1,4,0,無法檢測,121.5046898,25.0322809
112,14,2,萬華區,8,4,1,4,41,無法檢測,121.5046898,25.0322809
112,15,2,中山區,8,14,9,4,77,未飲酒,121.5247258,25.05803002
112,15,2,中山區,8,14,9,4,53,未飲酒,121.5247258,25.05803002
112,15,2,大同區,8,4,2,4,54,未飲酒,121.518286,25.06020347
112,15,2,大同區,8,4,2,4,66,無法檢測,121.518286,25.06020347
112,16,2,萬華區,8,4,1,4,36,未飲酒,121.506536,25.04860711
112,16,2,萬華區,8,4,1,4,26,未飲酒,121.506536,25.04860711
112,16,2,文山區,8,3,1,4,45,未飲酒,121.5814083,25.00223041
112,16,2,文山區,8,3,1,4,54,未飲酒,121.5814083,25.00223041
112,16,2,中山區,7,14,9,4,66,未飲酒,121.5421358,25.0486658
112,16,2,中山區,7,14,9,4,53,無法檢測,121.5421358,25.0486658
112,17,2,中正區,7,14,9,4,27,未飲酒,121.5150802,25.03762402
112,17,2,中正區,7,14,9,4,52,未飲酒,121.5150802,25.03762402
112,17,2,士林區,8,4,1,4,69,未飲酒,121.5137734,25.09604528
112,17,2,士林區,8,4,1,4,26,未飲酒,121.5137734,25.09604528
112,17,2,中山區,7,3,1,4,64,無法檢測,121.5329186,25.05292202
112,17,2,中山區,7,3,1,4,38,未飲酒,121.5329186,25.05292202
112,17,2,中山區,7,3,1,4,16,未飲酒,121.5329186,25.05292202
112,17,2,文山區,8,5,1,4,19,未飲酒,121.537051,25.01098258
112,17,2,文山區,8,5,1,4,33,未飲酒,121.537051,25.01098258
112,17,2,南港區,8,14,9,4,39,未飲酒,121.5815739,25.0477317
112,17,2,南港區,8,14,9,4,49,未飲酒,121.5815739,25.0477317
112,17,2,萬華區,8,4,1,4,15,無法檢測,121.502281,25.0416993
112,17,2,萬華區,8,4,1,4,60,無法檢測,121.502281,25.0416993
112,17,2,萬華區,8,4,1,4,41,未飲酒,121.502281,25.0416993
112,18,2,大安區,8,15,20,4,69,未飲酒,121.5332095,25.0359327
112,18,2,大安區,8,15,20,4,42,未飲酒,121.5332095,25.0359327
112,18,2,中正區,8,4,1,4,44,未飲酒,121.5219056,25.03983977
112,18,2,中正區,8,4,1,4,38,未飲酒,121.5219056,25.03983977
112,18,2,大安區,8,14,9,4,34,未飲酒,121.5569745,25.0332241
112,18,2,大安區,8,14,9,4,59,未飲酒,121.5569745,25.0332241
112,18,2,內湖區,8,3,1,4,19,未飲酒,121.5903174,25.0704567
112,18,2,內湖區,8,3,1,4,40,未飲酒,121.5903174,25.0704567
112,19,2,信義區,8,3,1,4,28,未飲酒,121.5555165,25.0216132
112,19,2,信義區,8,3,1,4,84,未飲酒,121.5555165,25.0216132
112,19,2,內湖區,8,14,9,4,47,未飲酒,121.5660742,25.08040106
112,19,2,內湖區,8,14,9,4,30,未飲酒,121.5660742,25.08040106
112,19,2,內湖區,8,3,1,4,58,未飲酒,121.5904277,25.0635489
112,19,2,內湖區,8,3,1,4,28,未飲酒,121.5904277,25.0635489
112,19,2,中山區,8,14,9,4,44,未飲酒,121.5281883,25.05581698
112,19,2,中山區,8,14,9,4,25,未飲酒,121.5281883,25.05581698
112,19,2,文山區,8,3,1,4,30,未飲酒,121.5635466,24.98239872
112,19,2,文山區,8,3,1,4,27,未飲酒,121.5635466,24.98239872
112,20,2,中正區,8,14,9,3,51,未飲酒,121.530898,25.0404083
112,20,2,中正區,8,14,9,3,0,無法檢測,121.530898,25.0404083
112,20,2,中山區,8,14,9,4,36,未飲酒,121.5328429,25.04646392
112,20,2,中山區,8,14,9,4,48,未飲酒,121.5328429,25.04646392
112,21,2,信義區,7,11,9,4,65,無法檢測,121.5653914,25.00977403
112,21,2,信義區,7,11,9,4,0,無法檢測,121.5653914,25.00977403
112,22,2,萬華區,8,4,1,4,76,未飲酒,121.4991925,25.0213241
